verb;frequency;lang;cop
delayN;1;en;28
energyrelate;1;en;28
clinch;1;en;28
parterne;1;en;28
auction;1;en;28
refresh;1;en;28
embolden;1;en;28
brace;1;en;28
kaeden;1;en;28
encapsulate;1;en;28
liken;1;en;28
revisit;1;en;28
materializeN;1;en;28
naturepositive;1;en;28
unpick;1;en;28
court;1;en;28
treble;1;en;28
deplete;1;en;28
weather;1;en;28
comejack;1;en;28
mobiliseN;1;en;28
qualifyN;1;en;28
valuateN;1;en;28
saudile;1;en;28
messN;1;en;28
object;1;en;28
surf;1;en;28
bequeath;1;en;28
lean;1;en;28
petrostatehoste;1;en;28
cave;1;en;28
communityle;1;en;28
musk;1;en;28
circumvent;1;en;28
freezeoverheatstarve;1;en;28
secureN;1;en;28
fawu;1;en;28
evidence;1;en;28
aliyu;1;en;28
recipp;1;en;28
axe;1;en;28
gap;1;en;28
onewatersummitannouce;1;en;28
screw;1;en;28
buffet;1;en;28
plamondonfree;1;en;28
presidencyle;1;en;28
ignoreN;1;en;28
buffer;1;en;28
brave;1;en;28
rigfence;1;en;28
retrofit;1;en;28
shepherd;1;en;28
hash;1;en;28
dye;1;en;28
pluck;1;en;28
birol;1;en;28
fish;1;en;28
cole;1;en;28
predestine;1;en;28
ethic;1;en;28
spruik;1;en;28
inch;1;en;28
redirect;1;en;28
flunk;1;en;28
cultivate;1;en;28
replaceN;1;en;28
labourfocuse;1;en;28
reorient;1;en;28
reignite;1;en;28
phishe;1;en;28
lockN;1;en;28
overcrowd;1;en;28
devalue;1;en;28
dole;1;en;28
convict;1;en;28
mokgadi;1;en;28
bulambuli;1;en;28
jeopradize;1;en;28
poem;1;en;28
hum;1;en;28
srhr;1;en;28
behave;1;en;28
forgot;1;en;28
blockN;1;en;28
nisreen;1;en;28
demo;1;en;28
defile;1;en;28
covid;1;en;28
reuse;1;en;28
discharge;1;en;28
pacify;1;en;28
straddle;1;en;28
island;1;en;28
incarnate;1;en;28
reentere;1;en;28
hydrate;1;en;28
inspireN;1;en;28
effect;1;en;28
subside;1;en;28
vet;1;en;28
coN;1;en;28
cavort;1;en;28
rave;1;en;28
fuse;1;en;28
ocean;1;en;28
cofacilitate;1;en;28
lithiumionanufacture;1;en;28
arm;1;en;28
cdri;1;en;28
bloom;1;en;28
deforest;1;en;28
defeatN;1;en;28
misunderstand;1;en;28
ascend;1;en;28
marginalise;1;en;28
leaflete;1;en;28
interconnect;1;en;28
conference;1;en;28
decolonize;1;en;28
funnel;1;en;28
underinveste;1;en;28
dyk;1;en;28
possess;1;en;28
hesitate;1;en;28
erect;1;en;28
liwanagngmanilabay;1;en;28
defendmanilabay;1;en;28
ring;1;en;28
exercise;1;en;28
screenshotN;1;en;28
migrate;1;en;28
In;1;en;28
crowd;1;en;28
pushN;1;en;28
silenceN;1;en;28
terrify;1;en;28
communicate;1;en;28
wenye;1;en;28
considerwith;1;en;28
breadbut;1;en;28
destress;1;en;28
opecs;1;en;28
tryN;1;en;28
parallel;1;en;28
upcome;1;en;28
livestreame;1;en;28
rwandamobilize;1;en;28
veil;1;en;28
codify;1;en;28
worship;1;en;28
deindustrialize;1;en;28
animalbase;1;en;28
purify;1;en;28
underfinance;1;en;28
bank;1;en;28
trillionyear;1;en;28
refine;1;en;28
snuffN;1;en;28
inhabit;1;en;28
decrase;1;en;28
ahs;1;en;28
combust;1;en;28
justleake;1;en;28
isintereste;1;en;28
millionyear;1;en;28
dunk;1;en;28
wail;1;en;28
mind;1;en;28
yourh;1;en;28
log;1;en;28
mingle;1;en;28
cooperate;1;en;28
bot;1;en;28
leverageN;1;en;28
carbonbase;1;en;28
paraphrase;1;en;28
vrc;1;en;28
fullyonchain;1;en;28
incorporateN;1;en;28
forgiveN;1;en;28
compile;1;en;28
progressN;1;en;28
clown;1;en;28
frown;1;en;28
heartwrenche;1;en;28
dicateN;1;en;28
dictateN;1;en;28
carboncapture;1;en;28
rewhale;1;en;28
destabilize;1;en;28
elicit;1;en;28
demilitarize;1;en;28
everincrease;1;en;28
maisa;1;en;28
familiesesp;1;en;28
instigate;1;en;28
le;1;en;28
disconnect;1;en;28
youthwashe;1;en;28
cofunde;1;en;28
pollutantsthe;1;en;28
slavonski;1;en;28
industry;1;en;28
insulate;1;en;28
renegotiate;1;en;28
respectN;1;en;28
bulldoze;1;en;28
enstille;1;en;28
hole;1;en;28
embe;1;en;28
boatstake;1;en;28
snacksugandaairlifte;1;en;28
atleast;1;en;28
coverN;1;en;28
adjust;1;en;28
nonnegotiable;1;en;28
bicker;1;en;28
refarm;1;en;28
experiment;1;en;28
irrigate;1;en;28
supercoole;1;en;28
intrude;1;en;28
flash;1;en;28
dubaibase;1;en;28
equilibrate;1;en;28
receiveN;1;en;28
overshadow;1;en;28
postrepost;1;en;28
dissipate;1;en;28
wave;1;en;28
combatN;1;en;28
keepitintheground;1;en;28
menstruate;1;en;28
livelihood;1;en;28
platforme;1;en;28
mount;1;en;28
hunger;1;en;28
enclose;1;en;28
taper;1;en;28
hoist;1;en;28
exile;1;en;28
onboarde;1;en;28
extractivist;1;en;28
sanctionN;1;en;28
wow;1;en;28
gasguzzle;1;en;28
hypocrisie;1;en;28
caligne;1;en;28
wellintentione;1;en;28
selfgoverne;1;en;28
reason;1;en;28
climatetheme;1;en;28
scare;1;en;28
propagate;1;en;28
reinveste;1;en;28
legitimise;1;en;28
repairinggeoengineere;1;en;28
carbonreduce;1;en;28
ooze;1;en;28
tr;1;en;28
outpace;1;en;28
polluter;1;en;28
orphan;1;en;28
cdr;1;en;28
pressure;1;en;28
manari;1;en;28
surpas;1;en;28
thagt;1;en;28
ecosystem;1;en;28
unjumble;1;en;28
lash;1;en;28
trample;1;en;28
australiasN;1;en;28
forward;1;en;28
lap;1;en;28
classify;1;en;28
coldrelate;1;en;28
derisk;1;en;28
distrupt;1;en;28
renovate;1;en;28
saskatchewanbase;1;en;28
alleviate;1;en;28
christen;1;en;28
supplychain;1;en;28
chuck;1;en;28
shockproofe;1;en;28
pouyanne;1;en;28
awaken;1;en;28
transpire;1;en;28
autogascompresse;1;en;28
puncture;1;en;28
dizzy;1;en;28
straightup;1;en;28
demandedqampa;1;en;28
grill;1;en;28
changeinduce;1;en;28
torieslabour;1;en;28
crow;1;en;28
sronghgsat;1;en;28
deem;1;en;28
toe;1;en;28
manufacturere;1;en;28
tread;1;en;28
pity;1;en;28
awardwinne;1;en;28
uganda;1;en;28
team;1;en;28
openN;1;en;28
revoke;1;en;28
fossilfuele;1;en;28
decentralize;1;en;28
dogsoftwitter;1;en;28
dampen;1;en;28
blind;1;en;28
smear;1;en;28
stagnate;1;en;28
sew;1;en;28
brink;1;en;28
serveN;1;en;28
planetlove;1;en;28
solarise;1;en;28
ninoinduce;1;en;28
rumor;1;en;28
creak;1;en;28
freeN;1;en;28
spunke;1;en;28
seve;1;en;28
qualify;1;en;28
chauffeur;1;en;28
cocreate;1;en;28
maruxa;1;en;28
localize;1;en;28
seyi;1;en;28
score;1;en;28
lung;1;en;28
confer;1;en;28
agroecologyclimate;1;en;28
blewup;1;en;28
amortize;1;en;28
engulf;1;en;28
ecua;1;en;28
wearN;1;en;28
bleed;1;en;28
emanate;1;en;28
drupadi;1;en;28
commercialize;1;en;28
limboe;1;en;28
wonderN;1;en;28
rub;1;en;28
chinwagge;1;en;28
impede;1;en;28
perish;1;en;28
ensemble;1;en;28
marketbase;1;en;28
gatecrashe;1;en;28
subsist;1;en;28
decay;1;en;28
whitecap;1;en;28
exim;1;en;28
append;1;en;28
nyeko;1;en;28
heatup;1;en;28
fade;1;en;28
life;1;en;28
iie;1;en;28
snapchatte;1;en;28
shriek;1;en;28
admitN;1;en;28
faceN;1;en;28
historyinclude;1;en;28
rlmforum;1;en;28
wasteN;1;en;28
saskatchewanbaseN;1;en;28
director;1;en;28
kidsor;1;en;28
buzz;1;en;28
ppca;1;en;28
defunde;1;en;28
dependN;1;en;28
coin;1;en;28
quoteN;1;en;28
sueN;1;en;28
demolish;1;en;28
impeach;1;en;28
reinstate;1;en;28
stash;1;en;28
photograph;1;en;28
lieN;1;en;28
dissolve;1;en;28
dissolveN;1;en;28
gospeller;1;en;28
hydrobase;1;en;28
inforsvp;1;en;28
outplayN;1;en;28
misappropriate;1;en;28
silibaravi;1;en;28
leap;1;en;28
doublecounte;1;en;28
damageN;1;en;28
opay;1;en;28
replaneteer;1;en;28
revolutionise;1;en;28
planN;1;en;28
energise;1;en;28
tumsifu;1;en;28
industryleade;1;en;28
mug;1;en;28
cookedandsinke;1;en;28
wrestle;1;en;28
scheme;1;en;28
overestimate;1;en;28
tragete;1;en;28
actionoriente;1;en;28
affiliate;1;en;28
stayN;1;en;28
accomodate;1;en;28
afflict;1;en;28
afsa;1;en;28
mulch;1;en;28
emissionsrelate;1;en;28
uniteactdeliver;1;en;28
parisaligne;1;en;28
sah;1;en;28
offload;1;en;28
option;1;en;28
instruct;1;en;28
worldsoildaycelebrate;1;en;28
policymake;1;en;28
gebreselasie;1;en;28
hammer;1;en;28
weighN;1;en;28
dubaiin;1;en;28
jibe;1;en;28
sneer;1;en;28
wetin;1;en;28
recallN;1;en;28
foul;1;en;28
climateN;1;en;28
sandwich;1;en;28
destroyN;1;en;28
glow;1;en;28
nuclearpowere;1;en;28
nucleartheme;1;en;28
framework;1;en;28
aljaber;1;en;28
bribe;1;en;28
blackmail;1;en;28
ncube;1;en;28
confound;1;en;28
zvakarongeka;1;en;28
polluteN;1;en;28
term;1;en;28
education;1;en;28
coowne;1;en;28
governmentenable;1;en;28
sectorle;1;en;28
enthrone;1;en;28
platform;1;en;28
chase;1;en;28
petrostate;1;en;28
cressie;1;en;28
trashtalke;1;en;28
pigproduce;1;en;28
hustle;1;en;28
substitute;1;en;28
fulfillN;1;en;28
agbado;1;en;28
welcomesupport;1;en;28
photobombs;1;en;28
key;1;en;28
gianpiero;1;en;28
barandun;1;en;28
fossilfueltreatybecome;1;en;28
replay;1;en;28
academia;1;en;28
meltdown;1;en;28
unplugN;1;en;28
book;1;en;28
used;1;en;28
formalise;1;en;28
underreporte;1;en;28
holiday;1;en;28
shop;1;en;28
warN;1;en;28
inclusion;1;en;28
perfect;1;en;28
pileN;1;en;28
alert;1;en;28
simplify;1;en;28
appease;1;en;28
youthclimate;1;en;28
originate;1;en;28
smack;1;en;28
domesticate;1;en;28
nigeria;1;en;28
drought;1;en;28
san;1;en;28
research;1;en;28
hop;1;en;28
bloviate;1;en;28
brigde;1;en;28
ampontheground;1;en;28
sturgeon;1;en;28
toecurle;1;en;28
sidle;1;en;28
grin;1;en;28
pester;1;en;28
nationallyle;1;en;28
busybodie;1;en;28
sow;1;en;28
gecco;1;en;28
coalfire;1;en;28
govtsponsore;1;en;28
definancialize;1;en;28
atiku;1;en;28
stopfundingoverfishe;1;en;28
scienceeverythe;1;en;28
sustainabilityoriente;1;en;28
environment;1;en;28
massacre;1;en;28
reside;1;en;28
reconcile;1;en;28
foot;1;en;28
thaw;1;en;28
censor;1;en;28
sustainN;1;en;28
wellinforme;1;en;28
excludeN;1;en;28
disburse;1;en;28
impactN;1;en;28
comoderate;1;en;28
lobbyN;1;en;28
burnish;1;en;28
publishN;1;en;28
farreache;1;en;28
breakthrough;1;en;28
reentrench;1;en;28
gulfe;1;en;28
burden;1;en;28
hurry;1;en;28
repayN;1;en;28
overrun;1;en;28
corruptN;1;en;28
exaggerate;1;en;28
wellsuite;1;en;28
objective;1;en;28
structureN;1;en;28
orient;1;en;28
radiate;1;en;28
thecome;1;en;28
privilege;1;en;28
embalo;1;en;28
neighbor;1;en;28
size;1;en;28
ratifyN;1;en;28
digitise;1;en;28
brutal;1;en;28
fairfastfunde;1;en;28
doze;1;en;28
calculateN;1;en;28
cock;1;en;28
journey;1;en;28
scorn;1;en;28
rate;1;en;28
reproduce;1;en;28
bite;1;en;28
dishonour;1;en;28
couldnthe;1;en;28
abujabade;1;en;28
wise;1;en;28
resuscitate;1;en;28
outlaw;1;en;28
flaw;1;en;28
spreadsheete;1;en;28
prophesy;1;en;28
uaele;1;en;28
ladie;1;en;28
deflate;1;en;28
learnN;1;en;28
underfund;1;en;28
complicate;1;en;28
solarize;1;en;28
climatelinked;1;en;28
delegitimize;1;en;28
disgraceful;1;en;28
rwandaisopen;1;en;28
reconstruct;1;en;28
legitimate;1;en;28
materialize;1;en;28
avail;1;en;28
jeopardise;1;en;28
babet;1;en;28
clickN;1;en;28
tinubule;1;en;28
yearn;1;en;28
rationalize;1;en;28
wellmeane;1;en;28
skew;1;en;28
fritter;1;en;28
fleece;1;en;28
refund;1;en;28
gorebacke;1;en;28
cofounde;1;en;28
repeal;1;en;28
fault;1;en;28
ferment;1;en;28
differ;1;en;28
lcarp;1;en;28
rattle;1;en;28
accordN;1;en;28
rinse;1;en;28
contest;1;en;28
contradict;1;en;28
repress;1;en;28
squander;1;en;28
wire;1;en;28
redeem;1;en;28
tripple;1;en;28
desecrate;1;en;28
virtualsignalle;1;en;28
wri;1;en;28
codevelop;1;en;28
recap;1;en;28
downplay;1;en;28
cerf;1;en;28
annouce;1;en;28
exhilarate;1;en;28
swell;1;en;28
equate;1;en;28
imperilN;1;en;28
masquerade;1;en;28
plague;1;en;28
drench;1;en;28
slide;1;en;28
coorganize;1;en;28
punch;1;en;28
empowerement;1;en;28
ltltcheck;1;en;28
sky;1;en;28
exposeN;1;en;28
cofinance;1;en;28
traffic;1;en;28
leadership;1;en;28
reemerge;1;en;28
stomp;1;en;28
tinubu;1;en;28
gst;1;en;28
linedup;1;en;28
profitN;1;en;28
pickN;1;en;28
kilometre;1;en;28
evidencebase;1;en;28
beatntds;1;en;28
waive;1;en;28
plate;1;en;28
overtax;1;en;28
scrutinise;1;en;28
lotterie;1;en;28
evergrowe;1;en;28
cld;1;en;28
trope;1;en;28
shehuN;1;en;28
ngmiN;1;en;28
fumble;1;en;28
bypass;1;en;28
twin;1;en;28
highjack;1;en;28
bewitch;1;en;28
cryN;1;en;28
gtgtgtgtgt;1;en;28
mallam;1;en;28
integrateN;1;en;28
mudavadi;1;en;28
swear;1;en;28
encapsulateN;1;en;28
leyen;1;en;28
kemkem;1;en;28
whip;1;en;28
nonaccredite;1;en;28
future;1;en;28
invigorate;1;en;28
behold;1;en;28
fasttracke;1;en;28
categorise;1;en;28
adhanom;1;en;28
curse;1;en;28
resell;1;en;28
focusse;1;en;28
ensureN;1;en;28
socialise;1;en;28
khadija;1;en;28
belie;1;en;28
stimulate;1;en;28
wilpfs;1;en;28
solicit;1;en;28
tolerateN;1;en;28
scarper;1;en;28
summithighlighte;1;en;28
suckN;1;en;28
whine;1;en;28
poope;1;en;28
stron;1;en;28
rouse;1;en;28
est;1;en;28
expel;1;en;28
despise;1;en;28
peasant;1;en;28
wallow;1;en;28
oatmilk;1;en;28
repudiate;1;en;28
forcefeed;1;en;28
compartmentalize;1;en;28
greyhoundrace;1;en;28
nonrecognize;1;en;28
yieldN;1;en;28
predicate;1;en;28
threefold;1;en;28
heavyemitte;1;en;28
sic;1;en;28
juggle;1;en;28
abstain;1;en;28
upset;1;en;28
packN;1;en;28
speculate;1;en;28
warmN;1;en;28
recommence;1;en;28
unga;1;en;28
shukri;1;en;28
shukris;1;en;28
vilify;1;en;28
swamp;1;en;28
dock;1;en;28
hmmm;1;en;28
space;1;en;28
spaut;1;en;28
statement;1;en;28
lapse;1;en;28
perpetuate;1;en;28
gasemitte;1;en;28
eriel;1;en;28
digitize;1;en;28
qampa;1;en;28
misconstrue;1;en;28
mb;1;en;28
unwrap;1;en;28
howmuchmore;1;en;28
pound;1;en;28
nepal;1;en;28
plummet;1;en;28
stricken;1;en;28
brand;1;en;28
globalboile;1;en;28
practiceN;1;en;28
immiserate;1;en;28
sidestep;1;en;28
procure;1;en;28
evariste;1;en;28
xee;1;en;28
allege;1;en;28
wildlife;1;en;28
lessen;1;en;28
diagnoseN;1;en;28
formalize;1;en;28
greenrise;1;en;28
marouah;1;en;28
cthief;1;en;28
selfregistere;1;en;28
gatherN;1;en;28
screen;1;en;28
confirmN;1;en;28
amaze;1;en;28
genderresponsive;1;en;28
discoursewith;1;en;28
offsetN;1;en;28
pardon;1;en;28
handle;1;en;28
mail;1;en;28
traditionalknowledge;1;en;28
tilianaki;1;en;28
enquire;1;en;28
acclaim;1;en;28
style;1;en;28
earnN;1;en;28
deplore;1;en;28
catchup;1;en;28
chfm;1;en;28
giftN;1;en;28
whathaschange;1;en;28
aramco;1;en;28
matheN;1;en;28
levy;1;en;28
fixN;1;en;28
mitigateN;1;en;28
protestN;1;en;28
invoke;1;en;28
expound;1;en;28
fitforclimate;1;en;28
proliferate;1;en;28
milk;1;en;28
needa;1;en;28
rwa;1;en;28
ogdc;1;en;28
bbcaq;1;en;28
imperil;1;en;28
party;1;en;28
highflye;1;en;28
spike;1;en;28
heavy;1;en;28
sponore;1;en;28
champ;1;en;28
understate;1;en;28
twiddle;1;en;28
mirror;1;en;28
distort;1;en;28
marble;1;en;28
banish;1;en;28
adnoc;1;en;28
weffort;1;en;28
unfurl;1;en;28
rampage;1;en;28
vtc;1;en;28
ampjob;1;en;28
asplin;1;en;28
aggregate;1;en;28
dubaiunite;1;en;28
profitte;1;en;28
skill;1;en;28
ambitionampaccelerate;1;en;28
dessin;1;en;28
watercolourpainte;1;en;28
recount;1;en;28
pillage;1;en;28
postponeN;1;en;28
event;1;en;28
uproot;1;en;28
coerce;1;en;28
fcuk;1;en;28
breakingadnoc;1;en;28
petrochina;1;en;28
industrialize;1;en;28
adminapprove;1;en;28
swaddle;1;en;28
dishearten;1;en;28
crave;1;en;28
site;1;en;28
runnne;1;en;28
yell;1;en;28
breatheN;1;en;28
cbo;1;en;28
underlie;1;en;28
hitherto;1;en;28
stabilise;1;en;28
heartwarme;1;en;28
gaslove;1;en;28
drmohame;1;en;28
entitleN;1;en;28
govts;1;en;28
worldbeate;1;en;28
sting;1;en;28
freeflowe;1;en;28
eschew;1;en;28
tail;1;en;28
happenine;1;en;28
creep;1;en;28
lbwhile;1;en;28
occupyN;1;en;28
shill;1;en;28
swoop;1;en;28
arewake;1;en;28
personify;1;en;28
echoN;1;en;28
adaptN;1;en;28
godi;1;en;28
compose;1;en;28
bestselle;1;en;28
scan;1;en;28
disclose;1;en;28
side;1;en;28
leadersinclude;1;en;28
slaughter;1;en;28
sever;1;en;28
govt;1;en;28
bearN;1;en;28
shortoffere;1;en;28
sheher;1;en;28
nov;1;en;28
outofschool;1;en;28
encourageN;1;en;28
besiege;1;en;28
discourageN;1;en;28
childbeare;1;en;28
bellow;1;en;28
perceiveN;1;en;28
refuel;1;en;28
hopeN;1;en;28
fcuxs;1;en;28
pop;1;en;28
turkiyeunite;1;en;28
ally;1;en;28
levelise;1;en;28
money;1;en;28
pertain;1;en;28
goooooo;1;en;28
hinderN;1;en;28
adaptation;1;en;28
comprehendN;1;en;28
espouse;1;en;28
divorce;1;en;28
fucking;1;en;28
alimi;1;en;28
trickN;1;en;28
ding;1;en;28
burnl;1;en;28
strip;1;en;28
endureN;1;en;28
impend;1;en;28
thisdespite;1;en;28
tomtomme;1;en;28
commitment;1;en;28
leadersyour;1;en;28
hurtN;1;en;28
assign;1;en;28
emblazon;1;en;28
awe;1;en;28
redouble;1;en;28
flog;1;en;28
buyN;1;en;28
complainN;1;en;28
accessN;1;en;28
bolkiah;1;en;28
respondN;1;en;28
weaveN;1;en;28
stuffN;1;en;28
policyfocuse;1;en;28
realiseN;1;en;28
tumble;1;en;28
alignN;1;en;28
sensitize;1;en;28
taxN;1;en;28
wavel;1;en;28
ranil;1;en;28
copresente;1;en;28
disappearN;1;en;28
unwavere;1;en;28
halfmeasureN;1;en;28
cheruto;1;en;28
todaythe;1;en;28
refugeehoste;1;en;28
gbnews;1;en;28
copare;1;en;28
blockade;1;en;28
preoccupy;1;en;28
modify;1;en;28
rest;1;en;28
exceedN;1;en;28
multi;1;en;28
fan;1;en;28
amena;1;en;28
deeproote;1;en;28
choke;1;en;28
bullshit;1;en;28
gmt;1;en;28
reinvent;1;en;28
declineN;1;en;28
replicate;1;en;28
uniteN;1;en;28
band;1;en;28
decode;1;en;28
debug;1;en;28
reindeer;1;en;28
impart;1;en;28
mold;1;en;28
portauprince;1;en;28
cosponsor;1;en;28
infuse;1;en;28
session;1;en;28
strugglesfrom;1;en;28
truck;1;en;28
succeedN;1;en;28
overstateN;1;en;28
scatter;1;en;28
phaseoutdown;1;en;28
tree;1;en;28
pin;1;en;28
climateadapte;1;en;28
escort;1;en;28
votedto;1;en;28
splurge;1;en;28
umaru;1;en;28
damagea;1;en;28
wash;1;en;28
defendthedeep;1;en;28
ld;1;en;28
google;1;en;28
fossil;1;en;28
giggle;1;en;28
dwindle;1;en;28
wakeN;1;en;28
supervise;1;en;28
anger;1;en;28
gpbtc;1;en;28
pacthod;1;en;28
meditate;1;en;28
shiver;1;en;28
fart;1;en;28
sod;1;en;28
resend;1;en;28
puzzle;1;en;28
nest;1;en;28
secretarygeneral;1;en;28
stifle;1;en;28
addN;1;en;28
battlehardene;1;en;28
translateN;1;en;28
amprecognise;1;en;28
donation;1;en;28
oceanbase;1;en;28
mislay;1;en;28
natureshape;1;en;28
superheate;1;en;28
herdN;1;en;28
treaty;1;en;28
beware;1;en;28
groundN;1;en;28
discern;1;en;28
peel;1;en;28
fearmongere;1;en;28
uncover;1;en;28
kenya;1;en;28
commute;1;en;28
irritate;1;en;28
ope;1;en;28
jetsette;1;en;28
repackage;1;en;28
avoidN;1;en;28
drillN;1;en;28
cba;1;en;28
structure;1;en;28
goodfaith;1;en;28
ensue;1;en;28
degree;1;en;28
inline;1;en;28
saddle;1;en;28
taxpayerfunde;1;en;28
symbolize;1;en;28
chip;1;en;28
paste;1;en;28
hopinglike;1;en;28
shineN;1;en;28
pbatinuae;1;en;28
shenoy;1;en;28
nameN;1;en;28
assault;1;en;28
fearN;1;en;28
board;1;en;28
overtake;1;en;28
calibrate;1;en;28
racingwithpurpose;1;en;28
intervene;1;en;28
rivet;1;en;28
climatedestroye;1;en;28
squanderN;1;en;28
overconsume;1;en;28
edify;1;en;28
course;1;en;28
threatenN;1;en;28
valuechain;1;en;28
brush;1;en;28
escape;1;en;28
bake;1;en;28
pledgeto;1;en;28
streamrecorde;1;en;28
preview;1;en;28
secondguesse;1;en;28
reimagine;1;en;28
coconstructe;1;en;28
fastN;1;en;28
burnN;1;en;28
featureN;1;en;28
carbonoffsette;1;en;28
specialise;1;en;28
trickle;1;en;28
gmtutc;1;en;28
foreignfunde;1;en;28
evict;1;en;28
recollect;1;en;28
epstein;1;en;28
surface;1;en;28
prediction;1;en;28
obfuscate;1;en;28
scapegoate;1;en;28
humancause;1;en;28
seekN;1;en;28
shimmer;1;en;28
darken;1;en;28
opinion;1;en;28
purport;1;en;28
issueN;1;en;28
disregard;1;en;28
powerup;1;en;28
rubbish;1;en;28
flout;1;en;28
soilfocuse;1;en;28
pmq;1;en;28
discussmandate;1;en;28
accusse;1;en;28
formulate;1;en;28
rewild;1;en;28
slave;1;en;28
author;1;en;28
aspirate;1;en;28
self;1;en;28
roam;1;en;28
familiarize;1;en;28
paperbriefe;1;en;28
squawk;1;en;28
resound;1;en;28
hinge;1;en;28
boycottN;1;en;28
taxpayer;1;en;28
print;1;en;28
ghostN;1;en;28
ghost;1;en;28
sunakere;1;en;28
dislike;1;en;28
envisage;1;en;28
devoir;65;fr;28
sortir;50;fr;28
falloir;45;fr;28
pouvoir;43;fr;28
prendre;39;fr;28
mettre;36;fr;28
vouloir;33;fr;28
venir;33;fr;28
appeler;30;fr;28
organiser;27;fr;28
voir;26;fr;28
tripler;24;fr;28
continuer;23;fr;28
permettre;21;fr;28
parler;20;fr;28
lire;20;fr;28
signer;20;fr;28
tenir;20;fr;28
participer;19;fr;28
sauver;19;fr;28
porter;17;fr;28
reunir;16;fr;28
dubai;16;fr;28
rendre;16;fr;28
expliquer;15;fr;28
agir;15;fr;28
rappeler;15;fr;28
trouver;15;fr;28
lancer;15;fr;28
reduire;14;fr;28
soutenir;14;fr;28
passer;14;fr;28
annoncer;14;fr;28
savoir;13;fr;28
arriver;13;fr;28
demander;12;fr;28
devenir;12;fr;28
donner;12;fr;28
declarer;12;fr;28
augmenter;12;fr;28
laisser;11;fr;28
attendre;11;fr;28
comprendre;11;fr;28
engager;11;fr;28
defendre;11;fr;28
rejeter;11;fr;28
ouvrir;11;fr;28
poursuivre;10;fr;28
denoncer;10;fr;28
arreter;10;fr;28
profiter;10;fr;28
affirmer;10;fr;28
souligner;10;fr;28
representer;10;fr;28
commencer;10;fr;28
menacer;10;fr;28
accueillir;10;fr;28
servir;10;fr;28
financer;10;fr;28
ramener;10;fr;28
jouer;9;fr;28
derouler;9;fr;28
accelerer;9;fr;28
suivre;9;fr;28
presenter;9;fr;28
atteindre;9;fr;28
partager;9;fr;28
proteger;9;fr;28
rencontrer;9;fr;28
tenter;9;fr;28
limiter;8;fr;28
adopter;8;fr;28
demande;8;fr;28
discuter;8;fr;28
conclure;8;fr;28
accorder;8;fr;28
changer;8;fr;28
mener;8;fr;28
retrouver;8;fr;28
viser;8;fr;28
reconnaitre;8;fr;28
accrediter;8;fr;28
envoyer;8;fr;28
travailler;8;fr;28
emettre;8;fr;28
eviter;7;fr;28
polluer;7;fr;28
estime;7;fr;28
estce;7;fr;28
constituer;7;fr;28
acter;7;fr;28
mentionner;7;fr;28
revenir;7;fr;28
proposer;7;fr;28
respecter;7;fr;28
aider;7;fr;28
salman;7;fr;28
constater;7;fr;28
enregistrer;7;fr;28
payer;7;fr;28
detruire;7;fr;28
choisir;6;fr;28
obtenir;6;fr;28
gagner;6;fr;28
montrer;6;fr;28
mobiliser;6;fr;28
exprimer;6;fr;28
saluer;6;fr;28
reste;6;fr;28
contribuer;6;fr;28
penser;6;fr;28
lutter;6;fr;28
exhorter;6;fr;28
negocier;6;fr;28
sembler;6;fr;28
cibler;6;fr;28
promouvoir;6;fr;28
lier;6;fr;28
deplacer;6;fr;28
opposer;6;fr;28
lavenir;6;fr;28
renforcer;6;fr;28
prevoir;6;fr;28
critiquer;6;fr;28
diriger;6;fr;28
esperer;6;fr;28
assister;5;fr;28
importer;5;fr;28
connaitre;5;fr;28
voter;5;fr;28
ecrire;5;fr;28
decouvrir;5;fr;28
denergier;5;fr;28
renoncer;5;fr;28
regarder;5;fr;28
marquer;5;fr;28
utiliser;5;fr;28
croire;5;fr;28
porte;5;fr;28
reprendre;5;fr;28
humilier;5;fr;28
terminer;5;fr;28
finir;5;fr;28
entendre;5;fr;28
preserver;5;fr;28
offrir;5;fr;28
rejoindre;5;fr;28
compte;5;fr;28
donne;5;fr;28
alerter;5;fr;28
reussir;5;fr;28
developper;5;fr;28
concerner;5;fr;28
plaider;5;fr;28
creer;5;fr;28
presider;5;fr;28
consacrer;5;fr;28
tente;5;fr;28
raconter;5;fr;28
echanger;5;fr;28
reposer;5;fr;28
appartenir;5;fr;28
debuter;5;fr;28
parvenir;4;fr;28
stopper;4;fr;28
conforter;4;fr;28
occuper;4;fr;28
oser;4;fr;28
suffire;4;fr;28
avancer;4;fr;28
evoquer;4;fr;28
essayer;4;fr;28
imposer;4;fr;28
naver;4;fr;28
tuer;4;fr;28
rentrer;4;fr;28
integrer;4;fr;28
battre;4;fr;28
approuver;4;fr;28
rester;4;fr;28
vivre;4;fr;28
vendre;4;fr;28
assurer;4;fr;28
inviter;4;fr;28
reveler;4;fr;28
perdre;4;fr;28
publier;4;fr;28
bloquer;4;fr;28
resumer;4;fr;28
exister;4;fr;28
souhaiter;4;fr;28
joue;4;fr;28
installer;4;fr;28
presente;4;fr;28
baisser;4;fr;28
apprendre;4;fr;28
resoudre;4;fr;28
toucher;4;fr;28
accompagner;4;fr;28
entretenir;4;fr;28
deployer;3;fr;28
